Address,Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price
"Banasthali, Banasthali, Kathmandu",6,0,N/A,1,North East,2018,4 Aana,16 Feet / Gravelled,2250 Aana,4 years ago,"NPR. 2,50,00,000"
"Basnsbari Road, Basbari, Kathmandu",4,4,3,4,North East,2009,18 Aana,13 Feet / Paved,12 Aana,4 years ago,"NPR. 11,50,00,000"
"Little Angels School, Hattiban, Lalitpur",0,0,N/A,0,East,,9 Aana,16 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,95,00,000 Total price"
"Katyayani Temple, Mid Baneshwor, Kathmandu",7,4,2,1,South East,2076,0-7-0-0 Aana,10 Feet / Concrete,1000 Aana,4 years ago,"NPR. 5,00,00,000 Total price"
"Sitapaila, Kathmandu, Sitapaila, Kathmandu",6,4,2.5,1,West,,0-3-1-2 Aana,13 Feet / Gravelled,N/A Sq. Feet,2 weeks ago,"NPR. 2,50,00,000 Total Price"
"Ganesh Chowk, Budhanilkantha, Budhanilkantha, Kathmandu",4,4,2.5,1,East,,0-4-0-2 Aana,20 Feet / Blacktopped,N/A Aana,1 week ago,"NPR. 3,90,00,000 Total price"
"Basundhara, Basundhara, Kathmandu",0,0,3,0,East,,3.5 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 2,65,00,000"
"Nearby ekdhara chwok, Thulo Bharyang, Kathmandu",9,6,5.5,31,North,2075,0-14-2-0 Aana,20 Feet / Blacktopped,24000 Aana,4 years ago,"NPR. 15,50,00,000 Total price"
"Buddhanagar, Baneshwor, Kathmandu",0,0,N/A,0,South,,6 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,20,00,000 Total price"
"Basundhara, Basundhara, Kathmandu",6,6,4,2,South,2075,6 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,25,00,000"
"Nearby Cozy Homes, Imadol, Lalitpur",5,3,2.5,1,East,2076,0-3-1-0 Aana,20 Feet / Gravelled,1900 Aana,4 years ago,"NPR. 1,95,00,000 Total price"
"Shiva Chowk, Dashindhoka Jorpati, Jorpati, Kathmandu",0,0,N/A,0,South,,4 Aana,15 Feet,N/A Aana,4 years ago,"NPR. 2,00,00,000 Total price"
"Dadathok, Lubhu, Lalitpur, Lubhu, Lalitpur",5,5,4,0,East,2013,0-3-2-1 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,70,00,000"
"Besides Deuba Niwas, Budhanilkantha, Kathmandu",4,3,2.5,1,East,,0-4-0-0 Aana,16 Feet / Gravelled,N/A Aana,10 months ago,"NPR. 3,95,00,000 Total Price (Onwards)"
"Nearby Buddha Party Palace, Imadol, Lalitpur",4,4,2.5,1,North East,2077,0-3-2-0 Sq. Feet,13 Feet / Gravelled,N/A Sq. Feet,3 years ago,"NPR. 2,14,00,000 Total price"
"Opposite of Green hill city, Imadol, Lalitpur",2,1,1.5,1,South,2076,0-3-1-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,25,00,000 Total price"
"Bhatkepati (Prithivi Chowk), Kirtipur, Kathmandu",6,4,3,1,South,2019,0-4-2-3 Aana,12 Feet / Gravelled,2548 Aana,4 years ago,"NPR. 2,50,00,000 Onwards"
"Ramhity Pragati Chowk, Kapan, Kathmandu",18,0,4,0,North,,0-4-1-0 Aana,32 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,90,00,000 Total price"
"Ekantakuna, Ekantakuna, Lalitpur",5,3,3,0,West,,0-3-1-2 Aana,22 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,70,00,000"
"Near Padma Colony, Ramkot, Kathmandu",6,3,N/A,1,West,,0-3-2-0 Aana,16 Feet / Concrete,N/A Aana,8 months ago,"NPR. 2,60,00,000 Total Price"
"Damak, Damak, Jhapa",0,0,2,0,East,,21 Dhur,15 Feet / Gravelled,N/A Dhur,4 years ago,"NPR. 1,90,00,000 Total price"
"Sanagau height, Imadol, Lalitpur",5,3,2.5,2,East,2076,0-3-2-0 Aana,20 Feet / Gravelled,2200 Aana,4 years ago,"NPR. 2,20,00,000 Total price"
"Bafal, Bafal, Kathmandu",0,2,N/A,0,East,,2-2 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 1,35,00,000"
"Nagarjun School, Goldhunga, Kathmandu",6,3,2.5,1,South East,2076,0-3-0-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,65,00,000 Total price"
"Narayantar, Jorpati, Kathmandu",0,0,3,0,South,,4 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,40,00,000 Total price"
"Prakritik Chowk, Banasthali, Kathmandu",5,6,3,5,North,2074,0-5-3-0 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,95,00,000"
"Bhagawati Temple, Dhapasi, Kathmandu",6,4,3,8,West,,0-6-2-0 Aana,32 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,50,00,000 Total price"
"Thulobharyang, Thulo Bharyang, Kathmandu",6,6,3,1,West,2080,0-3-3-2 Aana,11 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,75,00,000"
"Opposite of Green Hill City, Imadol, Lalitpur",2,1,1.5,1,West,2077,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,35,00,000 Total price"
"Dumakhal, Mulpani, Kathmandu",6,2,3,1,East,2007,11 Aana,20 Feet / Gravelled,4 Aana,4 years ago,"NPR. 1,75,00,000 Onwards"
"Thulodhara, Koteshwor, Kathmandu",6,3,3,2,North,2076,0-4-0-0 Aana,15 Feet / Concrete,N/A Aana,2 years ago,"NPR. 3,00,00,000"
"Nepal medicity hospital near, Nakkhu, Lalitpur",0,0,3,2,North,2016,0-5-1-0 Aana,13 Feet / Soil Stabilized,2300 Aana,4 years ago,"NPR. 3,30,00,000 Total price"
",Mandikatar, Mandikatar, Kathmandu",0,0,N/A,0,East,,0-3-3-0 Aana,13 Feet,N/A Aana,2 years ago,"NPR. 1,57,00,000"
"Samakhusi kharibot, Samakhusi, Kathmandu",6,3,3,3,West,,4 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,75,00,000 Total price"
"Panityanki, Tikathali, Lalitpur",2,1,1.5,1,East,2076,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,10,00,000 Total price"
"Ochu Height, Imadol, Lalitpur",4,3,2.5,2,North West,2076,0-3-2-0 Aana,13 Feet / Gravelled,1195 Aana,4 years ago,"NPR. 1,90,00,000 Total price"
"Basundhara, Basundhara, Kathmandu",4,3,N/A,0,North West,,5.5 Aana,16 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 3,25,00,000"
"Sanagaun Height, Imadol, Lalitpur",5,3,2.5,1,West,2076,0-3-2-0 Aana,20 Feet / Gravelled,2100 Aana,4 years ago,"NPR. 2,20,00,000 Total price"
"290, अमरापुरी मार्ग, कागेश्वरी मनोहरा, Kageshwari-Manohara, Kathmandu",6,3,3,1,South West,2076,0-3-0-1 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,85,00,000 N/A"
"Budhanilkantha, Budhanilkantha, Kathmandu",10,0,3,0,North,,5 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,20,00,000"
"Panchetar, Tokha, Kathmandu",7,3,3,0,South East,,0-4-2-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,45,00,000 Total price"
"Bulbule, Chabahil, Chabahil, Kathmandu",11,7,3.5,1,South,,0-12-2-0 Aana,12 Feet / Concrete,N/A Aana,5 days ago,"NPR. 11,00,00,000"
"Goldhunga, Goldhunga, Kathmandu",0,0,N/A,0,North,,10 Sq. Feet,15 Feet,N/A Sq. Feet,4 years ago,"NPR. 2,50,00,000 Total price"
"Gumba, Imadol, Lalitpur",10,3,3,1,South,,0-3-3-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,20,00,000 Total price"
"Inside Cozy Homes, Imadol, Lalitpur",5,3,2.5,1,South West,2077,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 2,50,00,000 Total price"
"Goldhunga, Goldhunga, Kathmandu",0,0,N/A,0,North,,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,30,00,000 Total price"
"Duwakot, Duwakot, Bhaktapur",0,0,N/A,0,South,,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 75,00,000 Total price"
"sitapaila, Bafal, Kathmandu",0,0,3.5,0,North,2070,0-4-2-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,55,00,000 Total price"
"Trishakti Petrol Pump, Balkhu, Kathmandu",0,0,4,0,South,,5.1 Aana,0 Feet,N/A Aana,4 years ago,"NPR. 6,00,00,000 Total price"
"Naya basti near karuna hospital, Budhanilkantha, Kathmandu",6,5,2.5,1,South East,2080,0-6-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,95,00,000 Total Price"
"Budhanilkantha, Budhanilkantha, Kathmandu",42,0,N/A,0,South,,7 Aana,22 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 14,25,00,000"
"Halgada, Itahari, Sunsari",3,1,1,0,North,,6 Dhur,15 Feet / Soil Stabilized,N/A Dhur,4 years ago,"NPR. 64,00,000"
"Kapan, Budhanilkantha, Kathmandu",2,1,1,2,West,2075,3.2 Aana,12 Feet / Gravelled,3.1 Aana,4 years ago,"NPR. 1,28,00,000"
"Bojepokhari, Imadol, Lalitpur",4,3,2.5,1,East,2076,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,85,00,000 Total price"
"Mandikhatar, Kapan, Kathmandu",6,5,2.5,1,West,2080,0-3-1-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,"NPR. 3,15,00,000"
"Pawan Prakriti English Secondary School, Imadol, Lalitpur",3,1,1,0,North,,3 Aana,14 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,10,00,000 Total price"
"Nagarjun Ward 6, Sitapaila, Kathmandu",6,7,5,4,North East,2079,0-7-2-0 Aana,13 Feet / Gravelled,N/A Aana,8 months ago,"NPR. 7,00,00,000 Total Price"
"Dadikot, Dadikot, Bhaktapur",12,4,4,0,South East,,4 Aana,20 Feet,2610 Aana,4 years ago,"NPR. 2,25,00,000"
"Kadaghari, kathmandu, Kadaghari, Kathmandu",4,0,3,3,East,2022,3 aana Aana,12 Feet / Paved,0 Aana,1 week ago,"NPR. 2,90,00,000 Onwards"
"Brindaban Colony, Sukedhara, Kathmandu",5,4,3,4,South,,15 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 5,25,00,000"
"Subidhanagar, Tinkune, Kathmandu",0,0,N/A,0,North,,0-4-2-0 Aana,22 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,75,00,000 Total price"
"Ganesh Chowk, Budhanilkantha, Kathmandu",6,3,N/A,2,West,,0-3-0-1 Aana,16 Feet / Soil Stabilized,N/A Aana,8 months ago,"NPR. 3,00,00,000 Total Price"
"Near Civil Homes, Sitapaila, Kathmandu",6,5,4,2,South,2077,0-4-2-0 Aana,12 Feet / Concrete,N/A Aana,8 months ago,"NPR. 2,75,00,000 Total Price"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,West,2074,0-3-2-1 Aana,20 Feet / Blacktopped,2009.63 Sq. Feet,2 months ago,"NPR. 3,74,00,000"
"Sukedhara Chowk, Sukedhara, Kathmandu",0,0,2.5,0,North,,4 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 4,20,00,000"
"Dhapakhel, Dhapakhel, Lalitpur",0,0,N/A,0,South,,0-4-5-0 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,60,00,000 Total price"
"Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu",8,0,3,0,South,,0-3-0-2 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,90,00,000 Total price"
"Budhanilkantha, Budhanilkantha, Kathmandu",4,0,2,2,East,2077,7 Aana,20 Feet / Paved,0 Aana,1 month ago,"NPR. 7,50,00,000"
"changathali, Tikathali, Lalitpur",5,2,4,1,East,2076,0-4-0-0 Sq. Feet,15 Feet / Gravelled,0-4-0-0 Sq. Feet,4 years ago,"NPR. 2,00,00,000 onwards"
"nearby Buddha party palace, Imadol, Lalitpur",2,1,1.5,1,West,2077,0-2-3-0 Aana,13 Feet / Gravelled,700 Aana,3 years ago,"NPR. 1,13,00,000"
"Tokha, Dhapasi, Kathmandu",5,6,2,3,North East,,7 Aana,16 Feet,N/A Aana,1 year ago,"NPR. 6,40,00,000 Total Price"
"Nearby, Russian Embassy, Baluwatar, Kathmandu",5,0,3,0,South,,4 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,40,00,000 Total price"
"Basundhara, Basundhara, Kathmandu",3,3,3,0,East,,3.5 Aana,12 Feet,N/A Sq. Feet,4 years ago,"NPR. 2,60,00,000"
"Ganesh Chowk, Budhanilkantha, Kathmandu",5,5,N/A,1,East,,0-4-2-0 Aana,16 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 3,80,00,000 Total Price"
"Baluwatar, Kathmandu, Baluwatar, Kathmandu",8,4,2,4,East,2051,1-3-2-3 Ropani,26 Feet / Blacktopped,3338.12 Ropani,3 years ago,"NPR. 1,55,00,000 Per Aana"
"Krishna Temple, Imadol, Lalitpur",4,3,3,0,South East,,0-3-0-3 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,90,00,000 Total price"
"Balaju, Balaju, Kathmandu",0,0,N/A,0,West,,0-3-5-0 Aana,26 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,20,00,000 Total price"
"5-10 mins walking distance from Bouddha Stupa, Boudha, Kathmandu",4,3,2.5,1,South East,,0-6-0-0 Aana,20 Feet / Blacktopped,N/A Aana,3 months ago,"NPR. 5,50,00,000 Total Price"
"Milan Chowk, Nakhipot, Lalitpur",0,0,3,0,South,,4 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,05,00,000 Total price"
"Bhojad, Bharatpur, Chitwan",0,0,N/A,0,North,,2 Kattha,6 Meter / Blacktopped,N/A Kattha,4 years ago,"NPR. 5,00,00,000 Total price"
"Banasthali, Banasthali, Kathmandu",4,5,3,0,South,,10 Aana,12 Feet,3700 Aana,4 years ago,"NPR. 7,00,00,000"
"Sanobharyang, Kathmandu, Sanobharyang, Kathmandu",5,6,2.5,0,East,,0-4-2-0 Aana,16 Feet / Concrete,N/A Sq. Feet,2 weeks ago,"NPR. 4,60,00,000 Total Price"
"Kuleshowr, Lik Marga, Kalanki, Kathmandu",0,0,N/A,0,South,,0-14-0-0 Aana,22 Feet / Blacktopped,N/A Aana,2 years ago,"NPR. 10,50,00,000 Total"
"Swayambhu, Kathmandu, Swayambhu, Kathmandu",6,4,2.5,1,West,2077,0-3-0-3 Aana,12 Feet / Concrete,N/A Aana,1 week ago,"NPR. 2,75,00,000 Total Price"
"Nearby, Bijay Chowk, Gaushala, Kathmandu",0,0,N/A,0,South,,0-10-3-2 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 8,00,00,000"
"Hattigauda, Hattigauda, Kathmandu",5,4,3,0,South,,5 Aana,15 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 3,20,00,000"
"Sano Bharyang, Swayambhu, Kathmandu",10,0,3,0,South,,4 Aana,12 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,30,00,000"
"Nayabasti, Near Karuna Hospital, Kapan, Kathmandu",6,5,2.5,1,South,2080,0-4-0-2 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 3,70,00,000 Total Price"
"Kadaghari, Kadaghari, Kathmandu",3,1,1,0,North,,0-2-2-0 Aana,4 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 75,00,000 Total price"
"Deuba Chowk, Budhanilkantha, Kathmandu",5,3,2.5,1,North East,,0-6-0-0 Aana,14 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 6,00,00,000 Total Price"
"Baluwakhani(Kapan), Kapan, Kathmandu",0,3,2,1,North East,2072,3 aana 3 paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 2,90,00,000"
"Golfutar, Golfutar, Kathmandu",5,3,2.5,0,South West,,4 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,90,00,000"
"Budhanilkantha,Mahankal, Budhanilkantha, Kathmandu",0,4,2,2,North,2080,5 Aana,0 Feet / Blacktopped,5 Aana,3 weeks ago,"NPR. 4,75,00,000"
"Ganesh Chwok, Budhanilkantha, Kathmandu",6,4,2.5,2,East,2076,0-3-2-0 Aana,13 Feet / Gravelled,2200 Sq. Feet,3 years ago,"NPR. 2,45,00,000 Total price"
"Suncity Apartment, Kadaghari, Kathmandu",6,4,2.5,2,West,2077,0-3-1-0 Aana,13 Feet / Blacktopped,2000 Aana,3 years ago,"NPR. 2,10,00,000"
"Hadigaun, Hadigaun, Kathmandu",0,0,4,0,West,,3 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 2,50,00,000"
"Nearby, Harisiddhi Buspark Chowk, Harisiddhi, Lalitpur",0,0,1,0,East,,33 Aana,13 Feet,N/A Aana,4 years ago,"NPR. 1,15,00,000 Total price"
"Grande, Tokha, Kathmandu",6,5,3,3,South East,2074,8 Aana,12 Feet / Gravelled,5 Aana,4 years ago,"NPR. 4,30,00,000"
"Chapal kharkhana, Maharajgunj, Kathmandu",7,5,3,8,East,2059,15 Aana,12 Feet / Blacktopped,6 Aana,4 years ago,"NPR. 7,00,00,000"
"Opposite of green hill city, Imadol, Lalitpur",5,3,2.5,1,South,2076,0-3-1-0 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,15,00,000 Total price"
"Greenland Chowk, Tokha, Kathmandu",0,0,3,0,West,,4.1 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,60,00,000"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,East,2074,0-4-0-1 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,46,50,000"
"Chandragiri, Chandragiri, Kathmandu",0,0,3,0,West,,0-3-2-1 Aana,15 Feet,N/A Aana,4 years ago,"NPR. 2,10,00,000 Total price"
"Krishna Mandir, Imadol, Lalitpur",5,4,2.5,1,East,2076,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"NPR. 2,87,00,000 Total price"
"Raniban, Raniban, Kathmandu",0,0,3,0,West,,0-4-0-0 Aana,18 Feet,N/A Aana,2 years ago,"NPR. 2,85,00,000"
"Chandol, Chandol, Kathmandu",0,0,N/A,0,South East,,2 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 1,50,00,000"
"Budhanilkantha, Pasikot, Kathmandu",7,6,3,2,South,2075,5 Aana,12 Feet / Gravelled,2531 Sq. Feet,3 years ago,"NPR. 3,50,00,000 onwards"
"Sitapaila, Kathmandu, Sitapaila, Kathmandu",6,4,2.5,1,East,2080,0-4-0-0 Aana,14 Feet / Concrete,N/A Aana,2 weeks ago,"NPR. 3,25,00,000 Total price"
"Imadol, Imadol, Lalitpur",6,6,3,3,South,,0-4-0-2 Aana,13 Feet / Paved,1412.022 Sq. Feet,2 days ago,"NPR. 4,10,00,000 Onwards"
"Sukedhara, Sukedhara, Kathmandu",0,0,3,0,West,,0-15-2-2 Aana,20 Feet,N/A Aana,4 years ago,"NPR. 8,80,00,000"
"Halchowk, Halchowk , Kathmandu",4,0,2,2,East,,0-3-0-0 Aana,13 Feet / Paved,N/A Aana,2 years ago,"NPR. 2,60,00,000"
"Chapali, Budhanilkantha, Kathmandu",0,0,3,0,East,,8.3 Aana,40 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 6,60,00,000"
"Savyatanagar, Thasikhel, Lalitpur",0,0,2,0,South,,0-6-2-0 Aana,13 Feet / Blacktopped,950 Aana,3 years ago,"NPR. 3,50,00,000 Total price"
"Sital Height, Imadol, Lalitpur",4,3,2.5,1,South,2076,0-3-1-2 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,70,00,000 Total price"
"Jorpati, Jorpati, Kathmandu",0,0,3,1,East,,2.5 Aana,10 Feet,N/A Aana,4 years ago,"NPR. 1,40,00,000"
"Nearby Nilo Pool, Sukedhara, Kathmandu",6,4,2.5,1,South East,2065,0-4-0-0 Aana,12 Feet / Concrete,2394 Aana,4 years ago,"NPR. 3,25,00,000 Total price"
"Mandikatar Tennis Court, Budhanilkantha, Kathmandu",5,4,3,2,West,2078,0-4-1-0 Aana,13 Feet / Gravelled,2400 Sq. Feet,1 year ago,"NPR. 4,25,00,000 Total price"
"Sanogaun, Sano Gaun, Lalitpur",0,0,N/A,0,West,,3 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,45,00,000 Total price"
"Arubari, Chabahil, Kathmandu",5,4,3,4,South West,,4 Aana,12 Feet,N/A Aana,4 years ago,"NPR. 3,70,00,000"
"Besigaun, Jorpati, Kathmandu",9,4,5,0,East,,3 Aana,11 Meter,N/A Aana,4 years ago,"NPR. 3,90,00,000"
"Best Venue (Previously Hira Ratna Cinema), Kalopul, Kathmandu",0,0,N/A,0,West,,0-3-3-0 Aana,10 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,90,00,000 Total price"
"Harisiddhi, Harisiddhi, Lalitpur",8,0,3,0,North,,3 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,55,00,000 Total price"
"Sundara Basti, Bhangal, Kathmandu",11,0,N/A,0,West,,0-3-5-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,20,00,000 Total price"
"Pokhara, Pokhara, Pokhara",13,0,N/A,0,East,,16*34 Haat,20 Feet / Blacktopped,N/A Haat,4 years ago,"NPR. 2,60,00,000 Total price"
"Ganesh chowk , budhanilkantha, Budhanilkantha, Kathmandu",6,4,2.5,1,East,2080,0-4-0-0 Aana,20 Feet / Concrete,N/A Aana,1 week ago,"NPR. 4,00,00,000 Total price"
"Tarkeshwor, Kathmandu, Tarkeshwor, Kathmandu",6,3,1.5,10,East,,13-0-0-0 Ropani,15 Feet / Gravelled,N/A Ropani,2 weeks ago,"NPR. 26,00,00,000 Total Price"
"Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",3,4,2,2,West,2077,0-11-0-0 Aana,14 Feet / Concrete,N/A Aana,3 years ago,"NPR. 11,00,00,000 Total price"
"Tathali, Tathali, Kathmandu",0,0,1,0,North,,3 Aana,13 Feet / Soil Stabilized,N/A Aana,4 years ago,"NPR. 46,00,000 Per Aana"
"Basundhara - Wedding Hall, Basundhara, Kathmandu",0,0,N/A,0,West,,0-5-2-0 Aana,15 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,98,00,000 Total price"
"Kapan, Budanilkantha-11, Kapan, Kathmandu",2,1,1,1,South,,3 Aana,10 Feet,3 Aana,4 years ago,"NPR. 1,06,00,000"
"Neuro Hospital, Basbari, Kathmandu",2,4,3,3,South,,5 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,80,00,000 Total price"
"nearby Pawan prakriti school., Imadol, Lalitpur",2,1,1.5,1,West,2076,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,20,00,000 Total price"
"MId Baneshwor, Mid Baneshwor, Kathmandu",0,0,N/A,0,North,,0-3-5-0 Aana,13 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 3,50,00,000 Total price"
"Sadikshaya Marg, Bishal Nagar, Kathmandu",6,3,3,3,North West,,0-8-0-0 Aana,12 Feet,N/A Aana,3 years ago,"NPR. 60,00,000 Per Aana"
"Sital Height, Imadol, Imadol, Lalitpur",4,4,3,1,East,2078,0-3-1-0 Aana,13 Feet / Soil Stabilized,1700 Aana,2 years ago,"NPR. 2,10,00,000 Total price"
"RAMKOT, Sitapaila, Kathmandu",4,4,2.5,2,East,2074,0-3-3-2 Aana,20 Feet / Blacktopped,2009.63 Aana,2 months ago,"NPR. 3,46,50,000"
"Opposite of Green Hill city, Imadol, Lalitpur",6,3,2.5,1,South,2076,0-3-2-0 Aana,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,25,00,000 Total price"
"Kadaghari.pepsicola, Kadaghari, Kathmandu",3,1,1,1,North East,2074,3 Aana,13 Feet / Gravelled,3 Aana,4 years ago,"NPR. 1,25,00,000"
"Dholahity, Satdobato, Lalitpur",5,4,3,3,North,,0-3-0-1 Aana,16 Feet,N/A Aana,4 years ago,"NPR. 2,00,00,000"
"Golfutar, Golfutar, Kathmandu",6,4,3,2,East,2019,3 Aana,13 Feet / Gravelled,2 Aana,4 years ago,"NPR. 1,80,00,000 Onwards"
"Nearby Green Hill City, Imadol, Lalitpur",5,4,2.5,2,West,2077,0-3-0-0 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 2,10,00,000 Total price"
"Budhanilkantha, Budhanilkantha, Kathmandu",4,5,2.5,1,East,2078,0-4-1-0 Aana,16 Feet / Concrete,2400 Sq. Feet,2 months ago,"NPR. 4,65,00,000"
"Syuchatar, Syuchatar, Kathmandu",0,0,2,0,South East,2076,0-3-0-1 Aana,14 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 1,65,00,000 Total price"
"Budhanilkantha, Muhanpokhari, Budhanilkantha, Kathmandu",0,0,3,0,North East,2076,0-5-0-3 Aana,20 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 2,90,00,000 Total price"
"Kadaghari, kathmandu, Kadaghari, Kathmandu",10,4,N/A,0,East,,2.5 Aana,12 Feet,0 Aana,1 week ago,"NPR. 2,10,00,000 Onwards"
"Balambu, 500 meter from Highway, Gurujudhara, Kathmandu",7,6,4,2,South East,,0-8-0-0 Aana,13 Feet / Concrete,3300 Sq. Feet,1 year ago,"NPR. 5,00,00,000 Total price"
"Damak, Damak, Jhapa",4,1,2,3,South,,10 Dhur,20 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 2,00,00,000 Total price"
"Naurangey, Bharatpur, Chitwan",3,3,3,3,South,,10 Dhur,6 Meter / Blacktopped,N/A Dhur,4 years ago,"NPR. 1,35,00,000 Total price"
